,d_spell,f_spell,champion,side,role,assists,damage_objectives,damage_building,damage_turrets,deaths,gold_earned,kda,kills,level,time_cc,damage_total,damage_taken,total_minions_killed,turret_kills,vision_score,result
1442,1,4,MissFortune,Side.blue,Lane.bot_lane,13,8916,18580,8916,6,14147,3.1666666666666665,6,16,13,155102,21226,250,3,53,True
1443,4,14,Annie,Side.red,Lane.mid_lane,4,1117,3012,1117,2,7321,5.5,7,11,18,60064,8307,116,0,17,True
1444,12,4,Annie,Side.blue,Lane.mid_lane,2,1152,2121,1152,6,11834,1.6666666666666667,8,15,29,98224,19401,178,1,29,False
1445,7,4,Xayah,Side.blue,Lane.bot_lane,1,322,765,322,6,6934,0.16666666666666666,0,11,6,75019,11453,165,0,19,False
1446,4,12,Yasuo,Side.blue,Lane.top_lane,7,6845,22382,6845,2,13782,10.5,14,14,24,163250,15842,167,5,17,True
1447,4,14,Lulu,Side.blue,Lane.utility,2,622,622,622,3,4579,1.0,1,9,13,8927,6794,13,1,21,False
1448,12,14,Renekton,Side.blue,Lane.top_lane,5,6851,8405,6851,2,12032,4.0,3,15,12,130902,20946,197,4,26,True
1449,14,4,Karma,Side.blue,Lane.utility,13,1036,1197,1036,5,7527,3.0,2,11,24,20813,10611,12,1,51,True
1450,4,12,Leblanc,Side.blue,Lane.mid_lane,4,1508,1508,1508,8,10389,1.375,7,13,14,91050,21982,148,0,22,False
1451,14,4,Akshan,Side.red,Lane.mid_lane,6,1633,5149,1633,5,9111,2.2,5,14,0,102991,14316,175,0,26,True
1452,14,4,Talon,Side.blue,Lane.mid_lane,4,8888,22423,8888,2,16267,8.5,13,17,7,193508,17292,242,4,29,True
1453,4,7,Nami,Side.red,Lane.utility,22,4620,4966,4620,4,10437,7.0,6,14,32,22524,15312,16,0,61,True
1454,14,4,Shen,Side.blue,Lane.top_lane,7,3148,10412,3148,2,9488,5.5,4,14,28,97749,14904,163,1,8,True
1455,12,4,Karma,Side.red,Lane.mid_lane,11,1323,3307,1323,1,8150,14.0,3,13,38,73371,14780,120,0,22,True
1456,4,12,Syndra,Side.red,Lane.mid_lane,8,1198,7903,1198,5,11234,2.2,3,15,28,152810,17843,217,0,52,False
1457,14,4,Lulu,Side.red,Lane.utility,6,149,261,149,3,6042,2.6666666666666665,2,11,30,15311,10247,17,0,44,False
1458,4,11,Qiyana,Side.blue,Lane.jungle,8,0,10585,0,1,8951,19.0,11,11,12,86463,10075,12,1,17,True
1459,4,1,Aphelios,Side.blue,Lane.bot_lane,5,5213,7417,5213,8,12511,1.125,4,14,20,183523,19280,208,1,35,False
1460,4,11,Shyvana,Side.red,Lane.jungle,5,5692,34268,5692,5,13207,2.2,6,17,3,223024,30997,52,4,24,True
1461,4,14,Leona,Side.blue,Lane.utility,16,207,752,207,5,8383,4.0,4,13,49,23751,24055,44,0,76,False
1462,4,7,MissFortune,Side.red,Lane.bot_lane,9,6416,14350,6416,5,14461,4.4,13,15,13,149063,14223,178,3,27,True
1463,14,4,Zed,Side.red,Lane.mid_lane,3,1187,1271,1187,10,9695,0.7,4,13,3,80342,18402,132,0,35,True
1464,4,14,Yasuo,Side.red,Lane.mid_lane,2,991,5362,991,7,10065,0.8571428571428571,4,14,21,140271,17142,195,1,20,False
1465,4,11,Viego,Side.blue,Lane.jungle,6,2043,31204,2043,0,9695,10.0,4,14,4,140864,20001,21,1,32,True
1466,3,4,Kalista,Side.blue,Lane.bot_lane,14,5364,17134,5364,4,15680,4.75,5,17,27,211248,26810,237,1,52,True
1467,4,12,MonkeyKing,Side.red,Lane.top_lane,1,1132,1251,1132,8,8361,0.25,1,14,7,98826,27465,183,0,30,False
1468,4,12,Urgot,Side.blue,Lane.top_lane,10,2154,22076,2154,6,16545,3.3333333333333335,10,17,28,186862,37803,203,0,48,False
1469,4,7,Aphelios,Side.red,Lane.bot_lane,5,2267,4551,2267,11,12666,0.9090909090909091,5,14,22,159685,31233,222,0,27,False
1470,4,14,Diana,Side.blue,Lane.mid_lane,7,1157,10548,1157,5,16346,3.4,10,18,6,186600,24177,210,0,27,False
1471,4,14,Thresh,Side.red,Lane.utility,2,0,0,0,2,5125,1.5,1,9,8,11094,4506,34,0,36,False
1472,4,3,Bard,Side.red,Lane.utility,13,268,268,268,6,6028,2.1666666666666665,0,11,30,11809,13901,15,0,76,False
1473,4,11,RekSai,Side.blue,Lane.jungle,2,0,15868,0,2,8150,5.0,8,11,12,91385,12331,27,0,16,True
1474,4,11,RekSai,Side.red,Lane.jungle,6,0,11965,0,6,12305,1.5,3,16,15,211441,37608,40,0,38,False
1475,4,3,Xayah,Side.red,Lane.bot_lane,2,0,1645,0,4,6846,0.5,0,12,13,85854,12017,166,0,19,False
1476,4,7,Ezreal,Side.red,Lane.bot_lane,3,610,6513,610,5,6391,0.8,1,11,0,62911,13605,122,0,19,True
1477,4,11,Nidalee,Side.red,Lane.jungle,12,1414,25578,1414,6,15159,4.0,12,17,6,205475,41160,55,0,26,False
1478,4,7,Varus,Side.blue,Lane.bot_lane,1,0,237,0,1,9140,3.0,2,12,17,127657,6099,217,0,25,False
1479,14,11,Talon,Side.red,Lane.jungle,3,0,14587,0,8,10458,1.375,8,12,2,110079,25097,23,0,16,False
1480,4,12,Kassadin,Side.red,Lane.mid_lane,4,0,4466,0,3,9501,3.6666666666666665,7,13,9,93648,13253,146,0,15,True
1481,4,3,Xayah,Side.red,Lane.bot_lane,5,2235,11808,2235,4,12496,3.0,7,14,14,175597,13811,246,1,24,False
1482,4,14,Thresh,Side.blue,Lane.utility,10,0,1546,0,0,4260,11.0,1,8,13,10399,2594,24,0,21,True
1483,12,4,Ryze,Side.red,Lane.mid_lane,4,601,2780,601,9,11156,1.1111111111111112,6,15,18,138499,25451,198,0,27,False
1484,4,3,Karthus,Side.blue,Lane.bot_lane,6,2441,5295,2441,14,15111,1.2857142857142858,12,15,15,148627,22200,175,2,25,False
1485,4,14,Lux,Side.red,Lane.utility,9,146,3198,146,3,8287,4.0,3,12,45,49069,9152,40,0,56,False
1486,4,1,Kalista,Side.blue,Lane.bot_lane,7,2660,8452,2660,8,13313,1.5,5,14,10,145339,23929,221,1,21,False
1487,4,11,JarvanIV,Side.red,Lane.jungle,14,2225,18276,2225,4,10791,4.75,5,15,18,119082,25994,43,3,31,True
1488,4,12,Irelia,Side.red,Lane.mid_lane,5,1136,1136,1136,9,16276,1.6666666666666667,10,17,18,174614,43692,262,1,15,False
1489,4,7,Aphelios,Side.red,Lane.bot_lane,8,7596,9442,7596,4,10123,2.75,3,14,13,127064,18018,169,3,17,True
1490,4,12,Syndra,Side.blue,Lane.bot_lane,5,3141,3141,3141,3,8437,2.3333333333333335,2,13,36,102069,10090,167,0,13,True
1491,4,12,Akshan,Side.blue,Lane.mid_lane,2,490,643,490,11,7218,0.2727272727272727,1,11,0,71208,16802,123,0,10,False
1492,6,4,Tryndamere,Side.red,Lane.top_lane,9,6491,16363,6491,3,12817,4.666666666666667,5,15,7,150287,25410,194,3,25,True
1493,12,14,Akali,Side.blue,Lane.top_lane,2,0,320,0,8,9850,1.25,8,14,3,107324,25310,149,0,13,False
1494,14,4,Nami,Side.red,Lane.utility,5,1173,1173,1173,2,5198,3.0,1,8,15,11208,5825,15,0,32,False
1495,6,11,Hecarim,Side.blue,Lane.jungle,3,439,14724,439,6,6858,1.1666666666666667,4,10,8,75374,15844,14,0,10,False
1496,11,6,Olaf,Side.red,Lane.jungle,6,4452,27486,4452,1,9931,10.0,4,14,11,147874,22206,19,1,37,True
1497,4,1,Jinx,Side.blue,Lane.bot_lane,4,8983,13755,8983,2,9989,7.0,10,13,5,98806,9000,113,2,21,True
1498,4,12,Syndra,Side.red,Lane.mid_lane,4,3291,3730,3291,8,16536,1.625,9,18,19,281273,23956,298,2,36,True
1499,4,7,Ezreal,Side.blue,Lane.bot_lane,10,9124,11337,9124,2,12942,6.0,2,14,3,148568,10407,208,4,19,True
1500,4,7,Ezreal,Side.blue,Lane.bot_lane,3,3607,3607,3607,3,8476,2.3333333333333335,4,11,0,65121,7008,127,4,8,True
1501,4,11,Poppy,Side.red,Lane.jungle,13,800,12235,800,4,10713,4.0,3,14,31,126805,28993,21,0,47,True
1502,14,4,Leona,Side.blue,Lane.utility,6,0,0,0,4,6225,1.75,1,12,47,17090,15770,38,0,78,False
1503,4,14,Janna,Side.blue,Lane.jungle,15,0,174,0,3,7583,6.0,3,13,23,14421,10879,21,0,67,False
1504,4,14,Zoe,Side.blue,Lane.mid_lane,3,2220,2220,2220,4,12474,3.5,11,16,26,128599,14183,182,1,14,True
1505,4,12,Jayce,Side.blue,Lane.top_lane,10,8278,15946,8278,13,15668,1.1538461538461537,5,17,12,202512,32669,188,2,36,True
1506,4,11,Viego,Side.red,Lane.jungle,4,0,3185,0,8,7820,0.875,3,12,11,104680,21888,39,0,13,False
1507,14,4,Teemo,Side.blue,Lane.top_lane,3,5341,11374,5341,5,14596,1.8,6,17,31,166403,20481,236,3,31,False
1508,12,4,Yone,Side.red,Lane.top_lane,7,693,5733,693,5,13927,2.4,5,17,26,244419,24456,254,0,22,False
1509,7,4,Caitlyn,Side.blue,Lane.bot_lane,6,4985,8552,4985,8,15057,2.125,11,14,11,165144,21252,215,2,21,False
1510,4,6,Tryndamere,Side.red,Lane.mid_lane,8,6374,12634,6374,4,12771,3.75,7,15,8,144413,35029,191,1,23,True
1511,6,4,Darius,Side.blue,Lane.top_lane,2,6235,9849,6235,5,11094,1.2,4,14,21,133697,26683,176,2,3,False
1512,4,6,Sett,Side.blue,Lane.mid_lane,1,1003,4978,1003,4,6649,1.25,4,11,16,64392,18847,120,1,11,False
1513,14,4,Jax,Side.blue,Lane.top_lane,6,10911,15101,10911,9,13656,2.2222222222222223,14,15,19,115502,26699,112,3,12,True
1514,14,4,Lux,Side.blue,Lane.utility,11,1339,1521,1339,0,6024,12.0,1,9,22,24670,3058,15,0,27,True
1515,14,4,Bard,Side.red,Lane.utility,5,218,335,218,3,6431,2.3333333333333335,2,11,29,15843,11774,14,0,59,False
1516,4,1,Jhin,Side.blue,Lane.bot_lane,7,591,591,591,5,8977,1.6,1,13,16,103988,15780,163,0,8,False
1517,14,12,Camille,Side.red,Lane.top_lane,4,4153,7622,4153,4,10648,2.25,5,15,13,114101,21914,198,1,16,True
1518,12,4,Aatrox,Side.blue,Lane.mid_lane,3,0,0,0,8,6973,0.5,1,12,11,65218,21985,131,0,8,False
1519,14,4,Talon,Side.red,Lane.mid_lane,10,4913,6482,4913,5,12953,4.4,12,16,5,136848,18020,163,3,21,True
1520,14,4,Bard,Side.blue,Lane.utility,13,256,335,256,5,5945,2.8,1,10,16,8824,14845,9,0,40,False
1521,4,3,Draven,Side.red,Lane.bot_lane,3,6370,12922,6370,3,10518,3.0,6,12,5,105283,9712,149,3,8,True
1522,4,14,Rakan,Side.blue,Lane.utility,14,851,851,851,5,8715,3.4,3,13,28,10388,15852,9,0,60,True
1523,3,4,Ezreal,Side.red,Lane.bot_lane,6,13917,22378,13917,4,13495,3.25,7,15,6,158319,14230,197,6,16,True
1524,14,4,Rakan,Side.red,Lane.utility,11,789,2736,789,10,5632,1.1,0,9,24,10097,17475,14,0,51,False
1525,14,4,Bard,Side.red,Lane.utility,5,3310,4016,3310,0,5847,7.0,2,8,17,13928,5581,6,1,26,True
1526,4,7,MissFortune,Side.red,Lane.bot_lane,9,6416,14350,6416,5,14461,4.4,13,15,13,149063,14223,178,3,27,True
1527,4,7,Lulu,Side.blue,Lane.utility,12,344,344,344,1,5317,13.0,1,9,15,7637,5787,9,0,21,True
1528,14,12,Gwen,Side.red,Lane.top_lane,2,1168,1439,1168,5,6056,0.8,2,11,1,51005,13501,109,0,6,False
1529,4,12,Ryze,Side.blue,Lane.mid_lane,13,2906,7147,2906,6,12835,3.8333333333333335,10,15,32,139901,23806,175,0,16,True
1530,12,4,Illaoi,Side.red,Lane.top_lane,17,8618,17767,8618,9,18609,3.3333333333333335,13,18,4,267207,66424,249,3,25,True
1531,4,12,Ryze,Side.red,Lane.mid_lane,7,7353,23006,7353,2,16115,7.0,7,18,37,293892,24122,255,4,40,True
1532,4,12,Sylas,Side.red,Lane.mid_lane,1,3448,3448,3448,1,8262,10.0,9,11,7,52398,9473,118,2,7,True
1533,4,11,Qiyana,Side.blue,Lane.jungle,13,3286,29268,3286,3,10877,6.0,5,13,18,153701,23441,22,3,28,True
1534,4,12,Corki,Side.blue,Lane.mid_lane,7,4696,14581,4696,2,15330,8.5,10,16,7,183818,12121,212,2,23,True
1535,11,6,DrMundo,Side.blue,Lane.jungle,5,2765,28669,2765,3,14463,5.0,10,16,10,235564,41503,70,1,13,True
1536,14,4,Qiyana,Side.blue,Lane.mid_lane,1,3484,6171,3484,15,8971,0.4,5,12,13,113110,25795,131,1,11,False
1537,4,14,Pantheon,Side.red,Lane.top_lane,15,3831,7950,3831,8,11886,2.875,8,15,25,124586,23843,148,1,29,True
1538,11,4,Diana,Side.blue,Lane.jungle,11,1301,16870,1301,8,9932,1.75,3,15,8,151887,24184,18,1,16,False
1539,12,4,Diana,Side.red,Lane.mid_lane,7,1706,2878,1706,3,10599,5.0,8,14,4,109649,14343,93,1,19,True
1540,4,14,Shen,Side.red,Lane.utility,12,1034,1789,1034,4,7002,3.25,1,12,20,19219,12928,34,0,66,True
1541,12,4,Renekton,Side.red,Lane.top_lane,1,2265,5089,2265,4,10592,1.0,3,15,6,142317,25488,231,1,30,False
1542,4,12,Jayce,Side.red,Lane.top_lane,11,10088,19289,10088,4,13167,4.0,5,16,8,180094,17516,215,5,27,True
1543,14,4,Bard,Side.blue,Lane.utility,9,633,1927,633,7,8262,1.7142857142857142,3,12,34,18316,21083,19,0,78,False
1544,11,14,Talon,Side.red,Lane.jungle,1,0,4098,0,9,8155,0.8888888888888888,7,12,3,89562,20946,34,0,15,False
1545,12,14,Camille,Side.red,Lane.top_lane,8,2393,11471,2393,8,15678,2.125,9,18,28,189509,41621,216,1,28,False
1546,4,7,Xayah,Side.blue,Lane.bot_lane,4,873,5679,873,9,8724,0.7777777777777778,3,12,12,128798,17427,145,0,13,False
1547,7,4,Janna,Side.blue,Lane.utility,11,684,684,684,4,5240,3.25,2,8,19,12310,6606,11,1,32,True
1548,6,11,Warwick,Side.red,Lane.jungle,5,0,26396,0,10,11337,1.4,9,14,25,139495,34593,46,0,14,False
1549,4,14,Pyke,Side.blue,Lane.utility,3,0,0,0,7,7429,1.2857142857142858,6,10,13,17837,13108,30,0,41,False
1550,14,4,Pyke,Side.blue,Lane.utility,10,2400,4225,2400,6,16925,3.8333333333333335,13,13,21,32453,16027,28,3,77,True
1551,11,4,XinZhao,Side.blue,Lane.jungle,1,219,8368,219,5,7807,1.2,5,11,12,115653,26478,35,0,26,False
1552,4,12,Irelia,Side.blue,Lane.top_lane,10,6122,11387,6122,8,14880,1.75,4,16,18,192799,44661,220,2,26,False
1553,4,11,Rengar,Side.blue,Lane.jungle,1,0,3253,0,6,7032,0.6666666666666666,3,10,11,77068,17023,25,0,13,False
1554,4,1,Lucian,Side.blue,Lane.bot_lane,7,4950,16361,4950,5,12155,2.8,7,13,2,134031,11099,152,2,20,True
1555,6,12,TahmKench,Side.red,Lane.top_lane,11,6768,14939,6768,3,11256,5.0,4,15,44,109525,30625,142,2,10,True
1556,12,4,Sion,Side.blue,Lane.top_lane,12,2091,6067,2091,10,11601,1.2,0,16,68,159624,73242,200,0,33,False
1557,7,4,Lucian,Side.red,Lane.bot_lane,14,9314,22894,9314,5,14709,5.8,15,14,1,142104,15829,181,2,21,True
1558,4,11,Nidalee,Side.red,Lane.jungle,10,2477,30244,2477,4,11388,4.5,8,15,0,132681,29306,16,1,29,True
1559,4,11,LeeSin,Side.red,Lane.jungle,3,251,4185,251,7,11777,1.2857142857142858,6,15,23,178109,37838,39,0,26,False
1560,4,14,Akshan,Side.blue,Lane.mid_lane,9,1125,5301,1125,5,13146,3.8,10,15,1,101220,17259,165,1,24,True
1561,4,14,Rakan,Side.red,Lane.utility,12,122,194,122,5,4878,2.4,0,8,17,12407,8732,29,0,26,True
1562,4,11,Qiyana,Side.blue,Lane.jungle,10,1198,12814,1198,2,10122,8.0,6,12,18,115903,17313,16,0,19,True
1563,4,12,Yone,Side.red,Lane.mid_lane,4,0,8602,0,8,8509,0.75,2,13,19,111906,19353,168,0,25,False
1564,4,14,Karma,Side.blue,Lane.utility,4,740,997,740,1,5469,5.0,1,10,17,18138,3414,25,0,38,False
1565,4,12,Malphite,Side.blue,Lane.top_lane,8,80,841,80,9,7313,1.1111111111111112,2,13,24,69649,20600,127,0,19,False
1566,11,4,Khazix,Side.blue,Lane.jungle,7,0,46436,0,8,18584,3.25,19,18,10,244327,40319,60,2,52,True
1567,4,14,Akshan,Side.red,Lane.top_lane,4,2016,5423,2016,7,10362,1.2857142857142858,5,13,2,87158,15016,134,2,24,False
1568,4,12,Teemo,Side.red,Lane.top_lane,2,3189,4386,3189,8,7664,0.375,1,12,25,88249,20144,139,0,21,False
1569,4,12,Leblanc,Side.blue,Lane.mid_lane,11,4504,7827,4504,2,13418,7.0,3,17,22,170117,20240,230,2,35,False
1570,4,11,Nunu,Side.red,Lane.jungle,22,1735,26815,1735,2,9876,14.0,6,13,28,113673,23459,22,2,24,True
1571,4,7,Xayah,Side.blue,Lane.bot_lane,7,6667,18651,6667,1,17259,22.0,15,17,28,226135,16326,226,5,32,True
1572,4,14,Talon,Side.red,Lane.mid_lane,7,0,1185,0,3,10491,5.333333333333333,9,14,2,102529,18550,148,0,17,True
1573,14,12,Camille,Side.blue,Lane.top_lane,3,5905,10422,5905,2,10991,3.0,3,15,8,121353,15827,189,2,32,True
1574,4,12,Vex,Side.blue,Lane.mid_lane,13,429,1561,429,8,14210,2.5,7,17,41,203663,20858,236,0,30,False
1575,4,7,Xayah,Side.blue,Lane.bot_lane,6,4131,9650,4131,6,9882,1.3333333333333333,2,13,12,146891,15725,189,1,10,False
1576,14,4,Bard,Side.blue,Lane.utility,5,82,82,82,4,4763,1.25,0,10,11,7424,11041,13,0,38,False
1577,4,12,Jayce,Side.red,Lane.top_lane,1,9021,15463,9021,8,16638,0.75,5,17,7,276599,19671,300,4,26,False
1578,3,4,Samira,Side.blue,Lane.bot_lane,6,4087,4087,4087,8,14120,1.25,4,17,5,191095,31152,249,1,36,True
1579,12,4,Renekton,Side.blue,Lane.top_lane,2,1939,2443,1939,6,8158,0.3333333333333333,0,13,10,107780,20309,180,1,12,False
1580,12,4,JarvanIV,Side.blue,Lane.top_lane,8,4388,5008,4388,2,9226,6.5,5,13,8,93635,15952,147,2,14,True
1581,11,14,Talon,Side.blue,Lane.jungle,14,3705,32198,3705,3,16531,9.0,13,18,7,256799,31383,46,2,35,True
1582,4,1,Kaisa,Side.blue,Lane.bot_lane,1,2985,3252,2985,8,9113,0.5,3,11,0,82964,14425,154,1,12,False
1583,4,12,Singed,Side.blue,Lane.top_lane,9,1898,2916,1898,5,12478,4.0,11,16,33,120729,20091,181,2,32,True
1584,7,4,MissFortune,Side.blue,Lane.bot_lane,2,2508,2508,2508,2,6124,2.0,2,10,5,56245,6737,123,1,15,True
1585,4,12,Camille,Side.red,Lane.top_lane,3,338,338,338,8,7659,0.75,3,11,11,58560,21736,128,0,14,False
1586,14,12,Ekko,Side.red,Lane.mid_lane,4,5231,10087,5231,6,15831,2.5,11,17,24,224003,29416,234,1,14,False
1587,4,12,Sylas,Side.red,Lane.top_lane,5,383,3313,383,6,8668,1.3333333333333333,3,13,26,78241,23956,134,0,18,True
1588,4,3,Vayne,Side.blue,Lane.bot_lane,11,2945,2945,2945,4,7788,3.25,2,11,7,64741,12626,111,3,18,True
1589,12,4,Kennen,Side.red,Lane.top_lane,2,5473,5473,5473,0,8457,6.0,4,12,3,69426,5289,156,2,11,True
1590,4,11,Gragas,Side.red,Lane.jungle,11,506,15532,506,8,13487,2.75,11,15,36,138934,34877,19,0,34,False
1591,12,14,Camille,Side.blue,Lane.top_lane,6,2419,5983,2419,2,9203,4.0,2,14,9,88574,13158,174,1,19,True
1592,4,14,Sett,Side.red,Lane.bot_lane,4,1460,3102,1460,4,8613,2.0,4,13,17,78230,22848,128,1,15,True
1593,4,3,Vex,Side.red,Lane.bot_lane,8,2188,2188,2188,4,8019,3.0,4,12,25,73409,12045,126,0,10,True
1594,12,4,Aatrox,Side.blue,Lane.top_lane,12,6999,12547,6999,3,15425,7.0,9,17,29,157234,31510,188,4,24,True
1595,4,7,Jhin,Side.red,Lane.bot_lane,10,6648,13896,6648,6,14442,3.3333333333333335,10,15,24,199545,20652,227,2,10,False
1596,14,4,Nautilus,Side.blue,Lane.utility,13,467,2442,467,4,7822,4.0,3,12,44,20430,10491,29,0,72,True
1597,4,12,Kassadin,Side.blue,Lane.mid_lane,5,559,3105,559,6,10041,1.6666666666666667,5,15,20,122722,20757,193,0,11,False
1598,11,4,Rumble,Side.red,Lane.jungle,1,0,4054,0,4,6735,1.5,5,11,8,69443,12913,33,0,14,False
1599,4,14,Irelia,Side.blue,Lane.mid_lane,4,1870,2348,1870,11,12628,0.8181818181818182,5,16,9,177195,32017,232,0,17,False
1600,4,11,Viego,Side.blue,Lane.jungle,2,0,710,0,5,5009,1.0,3,8,6,49247,14400,15,0,11,False
1601,4,12,Seraphine,Side.red,Lane.bot_lane,1,601,601,601,5,8381,0.8,3,12,6,79666,14033,146,0,12,False
1602,4,12,Yone,Side.red,Lane.top_lane,2,1172,4534,1172,8,9685,0.5,2,14,15,117765,20429,176,0,8,False
1603,4,11,Viego,Side.blue,Lane.jungle,9,1539,34049,1539,5,14281,3.4,8,16,27,203153,42162,59,2,36,False
1604,4,11,Rengar,Side.blue,Lane.jungle,6,606,19167,606,7,11472,2.0,8,15,16,133972,30429,40,1,27,False
1605,4,12,Akshan,Side.blue,Lane.top_lane,3,1332,1332,1332,1,8402,6.0,3,13,0,78875,9359,166,0,13,True
1606,11,4,LeeSin,Side.blue,Lane.jungle,8,0,7256,0,8,6809,1.25,2,11,8,81582,25878,19,0,21,False
1607,12,4,Karma,Side.blue,Lane.mid_lane,5,3574,7147,3574,3,8538,2.3333333333333335,2,14,16,97059,11869,164,2,19,True
1608,4,14,Brand,Side.blue,Lane.utility,7,261,261,261,9,6249,0.8888888888888888,1,10,1,37381,13440,44,0,42,False
1609,12,14,MonkeyKing,Side.red,Lane.top_lane,3,551,551,551,5,10574,1.2,3,15,3,102901,26972,195,0,21,False
1610,14,12,Gwen,Side.blue,Lane.top_lane,4,1500,1500,1500,9,8124,0.6666666666666666,2,13,5,71450,29061,142,0,27,False
1611,4,7,Draven,Side.red,Lane.bot_lane,10,8858,19030,8858,4,13780,3.5,4,14,9,198102,19556,232,3,27,False
1612,14,11,Talon,Side.red,Lane.jungle,7,1648,30439,1648,5,16137,4.8,17,17,9,250016,31248,64,1,52,True
1613,4,3,Jhin,Side.red,Lane.bot_lane,4,1699,2257,1699,6,9018,1.5,5,11,18,85547,12931,141,1,12,False
1614,4,11,Nidalee,Side.blue,Lane.jungle,10,4523,39540,4523,1,11576,17.0,7,15,1,156868,23469,31,3,33,True
1615,4,12,Fiora,Side.red,Lane.top_lane,3,10113,11295,10113,8,13132,0.875,4,16,6,147750,31712,225,4,24,False
1616,4,3,Caitlyn,Side.blue,Lane.bot_lane,1,3789,8960,3789,6,10087,1.3333333333333333,7,13,3,93291,11800,155,1,12,True
1617,4,12,Renekton,Side.blue,Lane.top_lane,6,0,1423,0,5,9261,1.8,3,14,19,89928,28632,161,0,37,False
1618,4,14,Rumble,Side.red,Lane.mid_lane,10,5025,9801,5025,2,10281,10.0,10,13,10,92334,12413,146,2,10,True
1619,4,12,Kassadin,Side.blue,Lane.mid_lane,2,6261,6411,6261,2,13512,5.5,9,15,12,152677,9457,193,3,12,True
1620,11,4,LeeSin,Side.red,Lane.jungle,5,0,4342,0,5,9330,2.8,9,10,14,72597,19577,18,0,18,False
1621,14,12,Akali,Side.blue,Lane.mid_lane,5,911,1282,911,5,11754,2.8,9,15,1,96620,22923,170,1,18,True
1622,4,14,Rakan,Side.red,Lane.utility,11,746,967,746,1,7461,16.0,5,11,24,19873,6558,28,1,27,True
1623,4,14,Qiyana,Side.blue,Lane.bot_lane,9,8421,18058,8421,7,16079,2.4285714285714284,8,17,15,205245,22745,226,3,21,True
1624,4,11,Trundle,Side.blue,Lane.jungle,12,10825,40581,10825,2,12691,10.0,8,14,17,155854,35395,57,7,30,True
1625,11,4,LeeSin,Side.red,Lane.jungle,10,734,25447,734,5,9081,2.8,4,12,16,114217,24484,13,1,20,True
1626,4,12,Fiora,Side.blue,Lane.top_lane,11,10769,14677,10769,10,15478,2.0,9,17,21,159956,51735,193,4,25,True
1627,4,14,Blitzcrank,Side.blue,Lane.utility,13,0,0,0,5,9267,3.4,4,15,35,22204,32477,35,0,78,False
1628,12,4,TwistedFate,Side.red,Lane.mid_lane,9,1621,1621,1621,5,11107,2.6,4,15,48,128586,15792,181,0,18,True
1629,4,12,Renekton,Side.blue,Lane.top_lane,4,1174,4356,1174,7,10910,0.8571428571428571,2,15,18,136169,34424,208,1,29,False
1630,11,6,Hecarim,Side.red,Lane.jungle,7,0,5316,0,5,8793,3.0,8,12,10,79895,20840,24,0,19,False
1631,7,4,Janna,Side.red,Lane.utility,2,124,470,124,9,3715,0.2222222222222222,0,8,17,9387,13087,5,0,33,False
1632,4,12,TwistedFate,Side.blue,Lane.mid_lane,11,1647,1647,1647,3,8029,4.333333333333333,2,12,18,60995,12396,113,0,13,True
1633,4,7,Jhin,Side.red,Lane.bot_lane,10,925,2141,925,13,9898,1.0,3,12,18,118101,25656,170,0,12,False
1634,4,14,Lulu,Side.red,Lane.utility,27,2437,3796,2437,3,10569,10.333333333333334,4,15,28,20486,14759,15,4,68,True
1635,4,7,Janna,Side.blue,Lane.utility,15,2706,3182,2706,4,6078,4.0,1,10,27,20506,9602,6,0,37,True
1636,4,11,Evelynn,Side.red,Lane.jungle,9,72,24857,72,6,16640,4.666666666666667,19,18,8,206865,32530,33,0,50,True
1637,11,4,Evelynn,Side.blue,Lane.jungle,5,0,2830,0,14,12801,1.2857142857142858,13,15,5,100677,35719,14,0,15,False
1638,4,12,Orianna,Side.red,Lane.mid_lane,11,3245,17090,3245,10,22048,2.5,14,18,26,300644,35847,293,1,52,False
1639,3,4,Aphelios,Side.blue,Lane.bot_lane,4,11272,32648,11272,5,16977,3.0,11,17,14,244250,19547,261,4,38,False
1640,4,12,Shen,Side.blue,Lane.top_lane,13,2760,5905,2760,1,9395,16.0,3,14,30,64714,11472,118,1,34,True
1641,4,11,Graves,Side.red,Lane.jungle,11,6160,62267,6160,5,20626,5.4,16,18,28,324067,23043,114,3,40,True
1642,4,12,Lux,Side.blue,Lane.mid_lane,8,469,3923,469,6,11038,2.6666666666666665,8,15,35,154323,15486,166,0,16,False
1643,3,4,Senna,Side.red,Lane.utility,15,3665,6221,3665,5,10817,3.8,4,13,24,53649,15148,44,0,71,True
1644,1,4,Lucian,Side.blue,Lane.bot_lane,21,14307,24046,14307,3,18306,10.333333333333334,10,16,6,197377,19222,179,4,38,True
1645,14,12,Akali,Side.blue,Lane.mid_lane,3,3208,4001,3208,9,14528,1.3333333333333333,9,17,3,166397,39418,221,1,16,False
1646,4,14,Leona,Side.red,Lane.utility,17,1145,1145,1145,5,7072,3.6,1,12,40,20346,13441,28,0,44,False
1647,4,11,Qiyana,Side.red,Lane.jungle,11,10599,43757,10599,3,20419,10.666666666666666,21,18,25,247272,32448,37,4,26,True
1648,12,14,Camille,Side.blue,Lane.top_lane,3,9662,11781,9662,8,13452,1.625,10,16,20,157229,26059,193,3,20,False
1649,4,7,Ashe,Side.red,Lane.bot_lane,15,8048,13145,8048,8,14332,3.125,10,15,45,154736,19501,198,3,20,True
